ARTIKELNAME;Handelssprache;Lokaler Artikelname;Lieferantenartikelnummer;Lieferanten Firmenname;LIEFERANTENNUMMER;Bruttokaufpreis;Zu- und Abschläge Bezeichnung 1;Zu- und Abschläge Preisart 1;Zu- und Abschläge Wert 1;Zu- und Abschläge Bezeichnung 2;Zu- und Abschläge Preisart 2;Zu- und Abschläge Wert 2;Währung;Artikel-Mengeneinheit;Matchcode;Artikel aktiv;Preis-Eintritt;Warengruppen-Name;Warengruppen Beschreibung;Steuersatz;Zugehörigen Verkaufsartikel erstellen oder aktualisieren;Verkaufsartikel-Nummer;Bruttopreis des zugehörigen Verkaufsartikels;Verkaufsartikel-Währung;Vertriebsweg;Vertriebsweg-Steuersatz;Kurztext 1;Handelssprache;Lokalisierte Kurztext 1;Kurztext 2;Handelssprache;Lokalisierte Kurztext 2;Artikelbeschreibung;Handelssprache;Lokalisierte Artikelbeschreibung;Interner Hinweis;Handelssprache;Lokalisierter interner Hinweis;Artikel-Langbeschreibung;Handelssprache;Lokalisierte Lange Artikelbeschreibung;EAN-Nummer;MPN-Nummer;Artikeltyp;Serienartikel;Hersteller;Bruttogewicht;Nettogewicht;Zolltarifnummer;Länge Artikel;Breite Artikel;Höhe Artikel;Herstellertyp;Einführungsdatum;Sicherheitstage;Mindestlagerbestand;Zielbestand;Wiederbeschaffungstage;Durchschnittliche Lieferzeit;Mindestbestellmenge;Gebindemenge;Lieferantenbestand;Dropshipping möglich;In Dropshipping-Automatisierung ignorieren;Kostenstelle Verkauf;Kostenstelle Einkauf;Kostenart;Primäre Bezugsquelle
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 12,5 mm 250 cm;;;1070378121;Dural GmbH;10000;14,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.4930;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 12,5 mm Blister 2 Stück;;;1070378122;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.4940;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 12,5 mm Blister 2 Stück;;;1070378124;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.4950;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) mm 250 cm;;;1070388061;Dural GmbH;10000;11,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.4960;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) mm Blister 2 Stück;;;1070388062;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.4970;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) mm Blister 2 Stück;;;1070388064;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.4980;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) 8 mm 250 cm;;;1070388081;Dural GmbH;10000;12,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.4990;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) 8 mm Blister 2 Stück;;;1070388082;Dural GmbH;10000;7,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5000;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) 8 mm Blister 2 Stück;;;1070388084;Dural GmbH;10000;7,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5010;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) 10 mm 250 cm;;;1070388101;Dural GmbH;10000;13,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5020;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) 10 mm Blister 2 Stück;;;1070388102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5030;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) 10 mm Blister 2 Stück;;;1070388104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5040;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) 11 mm 250 cm;;;1070388111;Dural GmbH;10000;13,38;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5050;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) 11 mm Blister 2 Stück;;;1070388112;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5060;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) 11 mm Blister 2 Stück;;;1070388114;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5070;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) 12,5 mm 250 cm;;;1070388121;Dural GmbH;10000;14,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5080;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) 12,5 mm Blister 2 Stück;;;1070388122;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5090;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet achatgrau matt (RAL 7038) 12,5 mm Blister 2 Stück;;;1070388124;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5100;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet verkehrsgrau A matt (RAL 7042) mm 250 cm;;;1070428061;Dural GmbH;10000;11,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5110;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet verkehrsgrau A matt (RAL 7042) mm Blister 2 Stück;;;1070428062;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5120;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet verkehrsgrau A matt (RAL 7042) mm Blister 2 Stück;;;1070428064;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5130;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet verkehrsgrau A matt (RAL 7042) 8 mm 250 cm;;;1070428081;Dural GmbH;10000;12,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5140;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet verkehrsgrau A matt (RAL 7042) 8 mm Blister 2 Stück;;;1070428082;Dural GmbH;10000;7,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5150;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet verkehrsgrau A matt (RAL 7042) 8 mm Blister 2 Stück;;;1070428084;Dural GmbH;10000;7,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5160;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet verkehrsgrau A matt (RAL 7042) 10 mm 250 cm;;;1070428101;Dural GmbH;10000;13,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5170;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet verkehrsgrau A matt (RAL 7042) 10 mm Blister 2 Stück;;;1070428102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5180;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet verkehrsgrau A matt (RAL 7042) 10 mm Blister 2 Stück;;;1070428104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5190;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet verkehrsgrau A matt (RAL 7042) 11 mm 250 cm;;;1070428111;Dural GmbH;10000;13,38;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5200;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet verkehrsgrau A matt (RAL 7042) 11 mm Blister 2 Stück;;;1070428112;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5210;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet verkehrsgrau A matt (RAL 7042) 11 mm Blister 2 Stück;;;1070428114;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5220;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet verkehrsgrau A matt (RAL 7042) 12,5 mm 250 cm;;;1070428121;Dural GmbH;10000;14,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5230;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet verkehrsgrau A matt (RAL 7042) 12,5 mm Blister 2 Stück;;;1070428122;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5240;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet verkehrsgrau A matt (RAL 7042) 12,5 mm Blister 2 Stück;;;1070428124;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5250;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet telegrau 2 matt (RAL 7046) mm 250 cm;;;1070468061;Dural GmbH;10000;11,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5260;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet telegrau 2 matt (RAL 7046) mm Blister 2 Stück;;;1070468062;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5270;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet telegrau 2 matt (RAL 7046) mm Blister 2 Stück;;;1070468064;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5280;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet telegrau 2 matt (RAL 7046) 8 mm 250 cm;;;1070468081;Dural GmbH;10000;12,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5290;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet telegrau 2 matt (RAL 7046) 8 mm Blister 2 Stück;;;1070468082;Dural GmbH;10000;7,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5300;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet telegrau 2 matt (RAL 7046) 8 mm Blister 2 Stück;;;1070468084;Dural GmbH;10000;7,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5310;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet telegrau 2 matt (RAL 7046) 10 mm 250 cm;;;1070468101;Dural GmbH;10000;13,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5320;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet telegrau 2 matt (RAL 7046) 10 mm Blister 2 Stück;;;1070468102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5330;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet telegrau 2 matt (RAL 7046) 10 mm Blister 2 Stück;;;1070468104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5340;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet telegrau 2 matt (RAL 7046) 11 mm 250 cm;;;1070468111;Dural GmbH;10000;13,38;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5350;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet telegrau 2 matt (RAL 7046) 11 mm Blister 2 Stück;;;1070468112;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5360;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet telegrau 2 matt (RAL 7046) 11 mm Blister 2 Stück;;;1070468114;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5370;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet telegrau 2 matt (RAL 7046) 12,5 mm 250 cm;;;1070468121;Dural GmbH;10000;14,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5380;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet telegrau 2 matt (RAL 7046) 12,5 mm Blister 2 Stück;;;1070468122;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5390;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet telegrau 2 matt (RAL 7046) 12,5 mm Blister 2 Stück;;;1070468124;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5400;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet graubraun (RAL 8019) mm 250 cm;;;1080198061;Dural GmbH;10000;13;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5410;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet graubraun (RAL 8019) mm Blister 2 Stück;;;1080198062;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5420;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet graubraun (RAL 8019) mm Blister 2 Stück;;;1080198064;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5430;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet graubraun (RAL 8019) 8 mm 250 cm;;;1080198081;Dural GmbH;10000;13,64;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5440;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet graubraun (RAL 8019) 8 mm Blister 2 Stück;;;1080198082;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5450;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet graubraun (RAL 8019) 8 mm Blister 2 Stück;;;1080198084;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5460;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet graubraun (RAL 8019) 10 mm 250 cm;;;1080198101;Dural GmbH;10000;15,66;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5470;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet graubraun (RAL 8019) 10 mm Blister 2 Stück;;;1080198102;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5480;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet graubraun (RAL 8019) 10 mm Blister 2 Stück;;;1080198104;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5490;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet graubraun (RAL 8019) 11 mm 250 cm;;;1080198111;Dural GmbH;10000;16,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5500;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet graubraun (RAL 8019) 11 mm Blister 2 Stück;;;1080198112;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5510;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet graubraun (RAL 8019) 11 mm Blister 2 Stück;;;1080198114;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5520;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet graubraun (RAL 8019) 12,5 mm 250 cm;;;1080198121;Dural GmbH;10000;17,16;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5530;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet graubraun (RAL 8019) 12,5 mm Blister 2 Stück;;;1080198122;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5540;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet graubraun (RAL 8019) 12,5 mm Blister 2 Stück;;;1080198124;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5550;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet terrabraun (RAL 8028) mm 250 cm;;;1080288061;Dural GmbH;10000;13;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5560;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet terrabraun (RAL 8028) mm Blister 2 Stück;;;1080288062;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5570;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet terrabraun (RAL 8028) mm Blister 2 Stück;;;1080288064;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5580;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet terrabraun (RAL 8028) 8 mm 250 cm;;;1080288081;Dural GmbH;10000;13,64;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5590;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet terrabraun (RAL 8028) 8 mm Blister 2 Stück;;;1080288082;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5600;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet terrabraun (RAL 8028) 8 mm Blister 2 Stück;;;1080288084;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5610;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet terrabraun (RAL 8028) 10 mm 250 cm;;;1080288101;Dural GmbH;10000;15,66;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5620;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet terrabraun (RAL 8028) 10 mm Blister 2 Stück;;;1080288102;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5630;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke für Viertelkreis-Abschlussprofil Aluminium strukturbeschichtet terrabraun (RAL 8028) 10 mm Blister 2 Stück;;;1080288104;Dural GmbH;10000;7,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;020.010.5640;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
