ARTIKELNAME;Handelssprache;Lokaler Artikelname;Lieferantenartikelnummer;Lieferanten Firmenname;LIEFERANTENNUMMER;Bruttokaufpreis;Zu- und Abschläge Bezeichnung 1;Zu- und Abschläge Preisart 1;Zu- und Abschläge Wert 1;Zu- und Abschläge Bezeichnung 2;Zu- und Abschläge Preisart 2;Zu- und Abschläge Wert 2;Währung;Artikel-Mengeneinheit;Matchcode;Artikel aktiv;Preis-Eintritt;Warengruppen-Name;Warengruppen Beschreibung;Steuersatz;Zugehörigen Verkaufsartikel erstellen oder aktualisieren;Verkaufsartikel-Nummer;Bruttopreis des zugehörigen Verkaufsartikels;Verkaufsartikel-Währung;Vertriebsweg;Vertriebsweg-Steuersatz;Kurztext 1;Handelssprache;Lokalisierte Kurztext 1;Kurztext 2;Handelssprache;Lokalisierte Kurztext 2;Artikelbeschreibung;Handelssprache;Lokalisierte Artikelbeschreibung;Interner Hinweis;Handelssprache;Lokalisierter interner Hinweis;Artikel-Langbeschreibung;Handelssprache;Lokalisierte Lange Artikelbeschreibung;EAN-Nummer;MPN-Nummer;Artikeltyp;Serienartikel;Hersteller;Bruttogewicht;Nettogewicht;Zolltarifnummer;Länge Artikel;Breite Artikel;Höhe Artikel;Herstellertyp;Einführungsdatum;Sicherheitstage;Mindestlagerbestand;Zielbestand;Wiederbeschaffungstage;Durchschnittliche Lieferzeit;Mindestbestellmenge;Gebindemenge;Lieferantenbestand;Dropshipping möglich;In Dropshipping-Automatisierung ignorieren;Kostenstelle Verkauf;Kostenstelle Einkauf;Kostenart;Primäre Bezugsquelle
Innenecke Aluminium strukturbeschichtet braun 12,5 mm Blister 2 Stück;;;1035811254;Dural GmbH;10000;9,56;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRACS 1235-YI, 2;;15.07.2026;;;;;020.010.2750;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet matt schwarz matt (RAL 9005) 11 mm Blister 2 Stück;;;103811332;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRACM 1111-Y, 2;;15.07.2026;;;;;020.010.2760;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet matt schwarz matt (RAL 9005) 11 mm Blister 2 Stück;;;103811334;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRACM 1111-YI, 2;;15.07.2026;;;;;020.010.2770;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet matt schwarz matt (RAL 9005) 6 mm Blister 2 Stück;;;103816332;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRACM 611-Y, 2;;15.07.2026;;;;;020.010.2780;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet matt schwarz matt (RAL 9005) 6 mm Blister 2 Stück;;;103816334;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRACM 611-YI, 2;;15.07.2026;;;;;020.010.2790;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet gold 6 mm 250 cm;;;10528061;Dural GmbH;10000;11,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 652, 250;;15.07.2026;;;;;020.010.2800;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet gold 6 mm Blister 2 Stück;;;10528062;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 652-Y, 2;;15.07.2026;;;;;020.010.2810;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet gold 6 mm Blister 2 Stück;;;10528064;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 652-YI, 2;;15.07.2026;;;;;020.010.2820;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet gold 8 mm 250 cm;;;10528081;Dural GmbH;10000;12,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 852, 250;;15.07.2026;;;;;020.010.2830;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet gold 8 mm Blister 2 Stück;;;10528082;Dural GmbH;10000;7,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 852-Y, 2;;15.07.2026;;;;;020.010.2840;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet gold 8 mm Blister 2 Stück;;;10528084;Dural GmbH;10000;7,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 852-YI, 2;;15.07.2026;;;;;020.010.2850;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet gold 10 mm 250 cm;;;10528101;Dural GmbH;10000;13,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 1052, 250;;15.07.2026;;;;;020.010.2860;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet gold 10 mm Blister 2 Stück;;;10528102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1052-Y, 2;;15.07.2026;;;;;020.010.2870;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet gold 10 mm Blister 2 Stück;;;10528104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1052-YI, 2;;15.07.2026;;;;;020.010.2880;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet gold 11 mm 250 cm;;;10528111;Dural GmbH;10000;13,38;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 1152, 250;;15.07.2026;;;;;020.010.2890;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet gold 11 mm Blister 2 Stück;;;10528112;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1152-Y, 2;;15.07.2026;;;;;020.010.2900;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet gold 11 mm Blister 2 Stück;;;10528114;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1152-YI, 2;;15.07.2026;;;;;020.010.2910;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet gold 12,5 mm 250 cm;;;10528121;Dural GmbH;10000;14,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 1252, 250;;15.07.2026;;;;;020.010.2920;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet gold 12,5 mm Blister 2 Stück;;;10528122;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1252-Y, 2;;15.07.2026;;;;;020.010.2930;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet gold 12,5 mm Blister 2 Stück;;;10528124;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1252-YI, 2;;15.07.2026;;;;;020.010.2940;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet titan 6 mm 250 cm;;;10538061;Dural GmbH;10000;11,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 653, 250;;15.07.2026;;;;;020.010.2950;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet titan 6 mm Blister 2 Stück;;;10538062;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 653-Y, 2;;15.07.2026;;;;;020.010.2960;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet titan 6 mm Blister 2 Stück;;;10538064;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 653-YI, 2;;15.07.2026;;;;;020.010.2970;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet titan 8 mm 250 cm;;;10538081;Dural GmbH;10000;12,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 853, 250;;15.07.2026;;;;;020.010.2980;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet titan 8 mm Blister 2 Stück;;;10538082;Dural GmbH;10000;7,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 853-Y, 2;;15.07.2026;;;;;020.010.2990;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet titan 8 mm Blister 2 Stück;;;10538084;Dural GmbH;10000;7,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 853-YI, 2;;15.07.2026;;;;;020.010.3000;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet titan 10 mm 250 cm;;;10538101;Dural GmbH;10000;13,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 1053, 250;;15.07.2026;;;;;020.010.3010;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet titan 10 mm Blister 2 Stück;;;10538102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1053-Y, 2;;15.07.2026;;;;;020.010.3020;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet titan 10 mm Blister 2 Stück;;;10538104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1053-YI, 2;;15.07.2026;;;;;020.010.3030;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet titan 11 mm 250 cm;;;10538111;Dural GmbH;10000;13,38;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 1153, 250;;15.07.2026;;;;;020.010.3040;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet titan 11 mm Blister 2 Stück;;;10538112;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1153-Y, 2;;15.07.2026;;;;;020.010.3050;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet titan 11 mm Blister 2 Stück;;;10538114;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1153-YI, 2;;15.07.2026;;;;;020.010.3060;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet titan 12,5 mm 250 cm;;;10538121;Dural GmbH;10000;14,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 1253, 250;;15.07.2026;;;;;020.010.3070;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet titan 12,5 mm Blister 2 Stück;;;10538122;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1253-Y, 2;;15.07.2026;;;;;020.010.3080;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet titan 12,5 mm Blister 2 Stück;;;10538124;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1253-YI, 2;;15.07.2026;;;;;020.010.3090;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet kupfer 6 mm 250 cm;;;10548061;Dural GmbH;10000;11,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 654, 250;;15.07.2026;;;;;020.010.3100;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet kupfer 6 mm Blister 2 Stück;;;10548062;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 654-Y, 2;;15.07.2026;;;;;020.010.3110;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet kupfer 6 mm Blister 2 Stück;;;10548064;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 654-YI, 2;;15.07.2026;;;;;020.010.3120;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet kupfer 8 mm 250 cm;;;10548081;Dural GmbH;10000;12,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 854, 250;;15.07.2026;;;;;020.010.3130;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet kupfer 8 mm Blister 2 Stück;;;10548082;Dural GmbH;10000;7,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 854-Y, 2;;15.07.2026;;;;;020.010.3140;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet kupfer 8 mm Blister 2 Stück;;;10548084;Dural GmbH;10000;7,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 854-YI, 2;;15.07.2026;;;;;020.010.3150;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet kupfer 10 mm 250 cm;;;10548101;Dural GmbH;10000;13,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 1054, 250;;15.07.2026;;;;;020.010.3160;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet kupfer 10 mm Blister 2 Stück;;;10548102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1054-Y, 2;;15.07.2026;;;;;020.010.3170;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet kupfer 10 mm Blister 2 Stück;;;10548104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1054-YI, 2;;15.07.2026;;;;;020.010.3180;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet kupfer 11 mm 250 cm;;;10548111;Dural GmbH;10000;13,38;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 1154, 250;;15.07.2026;;;;;020.010.3190;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet kupfer 11 mm Blister 2 Stück;;;10548112;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1154-Y, 2;;15.07.2026;;;;;020.010.3200;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet kupfer 11 mm Blister 2 Stück;;;10548114;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1154-YI, 2;;15.07.2026;;;;;020.010.3210;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet kupfer 12,5 mm 250 cm;;;10548121;Dural GmbH;10000;14,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 1254, 250;;15.07.2026;;;;;020.010.3220;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet kupfer 12,5 mm Blister 2 Stück;;;10548122;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1254-Y, 2;;15.07.2026;;;;;020.010.3230;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet kupfer 12,5 mm Blister 2 Stück;;;10548124;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1254-YI, 2;;15.07.2026;;;;;020.010.3240;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet bronze 6 mm 250 cm;;;10558061;Dural GmbH;10000;11,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 655, 250;;15.07.2026;;;;;020.010.3250;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet bronze 6 mm Blister 2 Stück;;;10558062;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 655-Y, 2;;15.07.2026;;;;;020.010.3260;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet bronze 6 mm Blister 2 Stück;;;10558064;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 655-YI, 2;;15.07.2026;;;;;020.010.3270;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet bronze 8 mm 250 cm;;;10558081;Dural GmbH;10000;12,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 855, 250;;15.07.2026;;;;;020.010.3280;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet bronze 8 mm Blister 2 Stück;;;10558082;Dural GmbH;10000;7,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 855-Y, 2;;15.07.2026;;;;;020.010.3290;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet bronze 8 mm Blister 2 Stück;;;10558084;Dural GmbH;10000;7,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 855-YI, 2;;15.07.2026;;;;;020.010.3300;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet bronze 10 mm 250 cm;;;10558101;Dural GmbH;10000;13,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 1055, 250;;15.07.2026;;;;;020.010.3310;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet bronze 10 mm Blister 2 Stück;;;10558102;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1055-Y, 2;;15.07.2026;;;;;020.010.3320;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet bronze 10 mm Blister 2 Stück;;;10558104;Dural GmbH;10000;7,2;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1055-YI, 2;;15.07.2026;;;;;020.010.3330;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet bronze 11 mm 250 cm;;;10558111;Dural GmbH;10000;13,38;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 1155, 250;;15.07.2026;;;;;020.010.3340;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet bronze 11 mm Blister 2 Stück;;;10558112;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1155-Y, 2;;15.07.2026;;;;;020.010.3350;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet bronze 11 mm Blister 2 Stück;;;10558114;Dural GmbH;10000;7,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1155-YI, 2;;15.07.2026;;;;;020.010.3360;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet bronze 12,5 mm 250 cm;;;10558121;Dural GmbH;10000;14,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 1255, 250;;15.07.2026;;;;;020.010.3370;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet bronze 12,5 mm Blister 2 Stück;;;10558122;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1255-Y, 2;;15.07.2026;;;;;020.010.3380;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet bronze 12,5 mm Blister 2 Stück;;;10558124;Dural GmbH;10000;7,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 1255-YI, 2;;15.07.2026;;;;;020.010.3390;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet graphit 6 mm 250 cm;;;10568061;Dural GmbH;10000;11,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;lfm;DRAC 656, 250;;15.07.2026;;;;;020.010.3400;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Aussenecke Aluminium pulverbeschichtet graphit 6 mm Blister 2 Stück;;;10568062;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 656-Y, 2;;15.07.2026;;;;;020.010.3410;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Innenecke Aluminium pulverbeschichtet graphit 6 mm Blister 2 Stück;;;10568064;Dural GmbH;10000;7;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;EUR;Stk.;DRAC 656-YI, 2;;15.07.2026;;;;;020.010.3420;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
