Prosema Artikelnummer,Lieferantenartikelnummer,Hauptgruppe,Untergruppe,PROSEMA Kurztext,PROSEMA Langtext,Kurzbeschreibung,Referenz (Matchcode),GTIN (EAN-Nummer),Artikeltyp,Einheit,Kategorie,Aktiv,Im Verkauf,Steuersatz,Im Shop verfügbar,Im Shop aktiv,Bestand übertragen,Gewichtseinheit,Grundmaterial,Oberfläche,Farbe,Produktfamilie,Rabattcode,Verkaufseinheit,Verpackung,VPE 1,VPE 2,VPE 3,Breite in mm,Länge in cm,Höhe in mm,Bodenleger,Dachdecker,Landschaftsgärtner,Plattenleger,Artikelbeschreibung HTML,Nettogewicht kg,Produkt-ID (Prosema),Varianten-ID (Prosema),Einkaufspreis EUR netto,Lieferanten Firmenname,Lieferantennummer,"Verkaufspreis €, BE",Zolltarifnummer,weclapp Artikel-ID,weclapp Bezugsquelle-ID,weclapp Breite (m),weclapp Einheit-ID,weclapp Erstellt am,weclapp Geändert am,weclapp Kategorie-ID,weclapp Version
020.010.4710,1070218084,Profile,Abschlussprofile rund,Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 8 mm Blister 2 Stück,"Innenecke als Formteil für Viertelkreis-Abschlussprofile. Das Formteil bildet einen sauberen Anschluss an Innenecken und ergänzt Profile mit passender Höhe. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: schwarzgrau matt (RAL 7021), Profilhöhe: 8 mm, Verpackung: Blister 2 Stück.",Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 8 mm Blister 2 Stück,"DRACM 80-7021-YI, 2",4018448185032,STORABLE,Stk.,gid://shopify/Product/15970101100874,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Schwarzgrau matt RAL  7021,DURONDELL,A,Stück,Blister 2 Stück,1,,,,,8,,,,,,"0,022",gid://shopify/Product/15970101100874,gid://shopify/ProductVariant/62971860255050,7.1,DURAL GmbH,10000,2.97,76042990,107409,153338,,3566,05.07.2026 20:08,24.08.2026 16:48,20325,16
020.010.4720,1070218101,Profile,Abschlussprofile rund,Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 10 mm 250 cm,"Viertelkreis-Abschlussprofil für Wand- und Bodenbeläge mit gerundeter Sichtkante. Das Profil schützt Belagskanten und bildet einen sauberen Abschluss an keramischen Fliesen und Platten. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: schwarzgrau matt (RAL 7021), Profilhöhe: 10 mm, Länge: 250 cm.",Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 10 mm 250 cm,"DRACM 100-7021, 250",4018448184936,STORABLE,lfm,gid://shopify/Product/15970101854538,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Aluminium,pulverbeschichtet,Schwarzgrau matt RAL  7021,DURONDELL,A,lfm,,10,40,,,250,10,,,,,,"0,164",gid://shopify/Product/15970101854538,gid://shopify/ProductVariant/62971861008714,13.06,DURAL GmbH,10000,5.47,76042990,107410,153342,,4259,05.07.2026 20:08,24.08.2026 16:48,20325,16
020.010.4730,1070218102,Profile,Abschlussprofile rund,Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 10 mm Blister 2 Stück,"Aussenecke als Formteil für Viertelkreis-Abschlussprofile. Das Formteil führt die Profilkontur über Aussenecken weiter und sorgt für einen sauberen Abschluss der Belagskante. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: schwarzgrau matt (RAL 7021), Profilhöhe: 10 mm, Verpackung: Blister 2 Stück.",Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 10 mm Blister 2 Stück,"DRACM 100-7021-Y, 2",4018448184981,STORABLE,Stk.,gid://shopify/Product/15970102444362,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Schwarzgrau matt RAL  7021,DURONDELL,A,Stück,Blister 2 Stück,1,,,,,10,,,,,,"0,022",gid://shopify/Product/15970102444362,gid://shopify/ProductVariant/62971861598538,7.2,DURAL GmbH,10000,3.01,76042990,107411,153346,,3566,05.07.2026 20:08,24.08.2026 16:48,20325,16
020.010.4740,1070218104,Profile,Abschlussprofile rund,Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 10 mm Blister 2 Stück,"Innenecke als Formteil für Viertelkreis-Abschlussprofile. Das Formteil bildet einen sauberen Anschluss an Innenecken und ergänzt Profile mit passender Höhe. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: schwarzgrau matt (RAL 7021), Profilhöhe: 10 mm, Verpackung: Blister 2 Stück.",Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 10 mm Blister 2 Stück,"DRACM 100-7021-YI, 2",4018448185049,STORABLE,Stk.,gid://shopify/Product/15970103296330,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Schwarzgrau matt RAL  7021,DURONDELL,A,Stück,Blister 2 Stück,1,,,,,10,,,,,,"0,022",gid://shopify/Product/15970103296330,gid://shopify/ProductVariant/62971862483274,7.2,DURAL GmbH,10000,3.01,76042990,107412,153350,,3566,05.07.2026 20:08,24.08.2026 16:48,20325,16
020.010.4750,1070218111,Profile,Abschlussprofile rund,Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 11 mm 250 cm,"Viertelkreis-Abschlussprofil für Wand- und Bodenbeläge mit gerundeter Sichtkante. Das Profil schützt Belagskanten und bildet einen sauberen Abschluss an keramischen Fliesen und Platten. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: schwarzgrau matt (RAL 7021), Profilhöhe: 11 mm, Länge: 250 cm.",Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 11 mm 250 cm,"DRACM 110-7021, 250",4018448184943,STORABLE,lfm,gid://shopify/Product/15970103820618,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Aluminium,pulverbeschichtet,Schwarzgrau matt RAL  7021,DURONDELL,A,lfm,,10,40,,,250,11,,,,,,"0,179",gid://shopify/Product/15970103820618,gid://shopify/ProductVariant/62971863007562,13.38,DURAL GmbH,10000,5.59,76042990,107413,153354,,4259,05.07.2026 20:08,24.08.2026 16:48,20325,16
020.010.4760,1070218112,Profile,Abschlussprofile rund,Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 11 mm Blister 2 Stück,"Aussenecke als Formteil für Viertelkreis-Abschlussprofile. Das Formteil führt die Profilkontur über Aussenecken weiter und sorgt für einen sauberen Abschluss der Belagskante. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: schwarzgrau matt (RAL 7021), Profilhöhe: 11 mm, Verpackung: Blister 2 Stück.",Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 11 mm Blister 2 Stück,"DRACM 110-7021-Y, 2",4018448184998,STORABLE,Stk.,gid://shopify/Product/15970104705354,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Schwarzgrau matt RAL  7021,DURONDELL,A,Stück,Blister 2 Stück,1,,,,,11,,,,,,"0,022",gid://shopify/Product/15970104705354,gid://shopify/ProductVariant/62971864219978,7.26,DURAL GmbH,10000,3.04,76042990,107414,153358,,3566,05.07.2026 20:08,24.08.2026 16:48,20325,16
020.010.4770,1070218114,Profile,Abschlussprofile rund,Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 11 mm Blister 2 Stück,"Innenecke als Formteil für Viertelkreis-Abschlussprofile. Das Formteil bildet einen sauberen Anschluss an Innenecken und ergänzt Profile mit passender Höhe. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: schwarzgrau matt (RAL 7021), Profilhöhe: 11 mm, Verpackung: Blister 2 Stück.",Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 11 mm Blister 2 Stück,"DRACM 110-7021-YI, 2",4018448185056,STORABLE,Stk.,gid://shopify/Product/15970105295178,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Schwarzgrau matt RAL  7021,DURONDELL,A,Stück,Blister 2 Stück,1,,,,,11,,,,,,"0,022",gid://shopify/Product/15970105295178,gid://shopify/ProductVariant/62971864842570,7.26,DURAL GmbH,10000,3.04,76042990,107415,153362,,3566,05.07.2026 20:08,24.08.2026 16:48,20325,16
020.010.4780,1070218121,Profile,Abschlussprofile rund,"Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 12,5 mm 250 cm","Viertelkreis-Abschlussprofil für Wand- und Bodenbeläge mit gerundeter Sichtkante. Das Profil schützt Belagskanten und bildet einen sauberen Abschluss an keramischen Fliesen und Platten. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: schwarzgrau matt (RAL 7021), Profilhöhe: 12,5 mm, Länge: 250 cm.","Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 12,5 mm 250 cm","DRACM 125-7021, 250",4018448184950,STORABLE,lfm,gid://shopify/Product/15970106081610,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Aluminium,pulverbeschichtet,Schwarzgrau matt RAL  7021,DURONDELL,A,lfm,,10,40,,,250,"12,5",,,,,,"0,198",gid://shopify/Product/15970106081610,gid://shopify/ProductVariant/62971865825610,14.3,DURAL GmbH,10000,5.98,76042990,107416,153366,,4259,05.07.2026 20:08,24.08.2026 16:48,20325,16
020.010.4790,1070218122,Profile,Abschlussprofile rund,"Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 12,5 mm Blister 2 Stück","Aussenecke als Formteil für Viertelkreis-Abschlussprofile. Das Formteil führt die Profilkontur über Aussenecken weiter und sorgt für einen sauberen Abschluss der Belagskante. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: schwarzgrau matt (RAL 7021), Profilhöhe: 12,5 mm, Verpackung: Blister 2 Stück.","Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 12,5 mm Blister 2 Stück","DRACM 125-7021-Y, 2",4018448185001,STORABLE,Stk.,gid://shopify/Product/15970106769738,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Schwarzgrau matt RAL  7021,DURONDELL,A,Stück,Blister 2 Stück,1,,,,,"12,5",,,,,,"0,022",gid://shopify/Product/15970106769738,gid://shopify/ProductVariant/62971866743114,7.32,DURAL GmbH,10000,3.07,76042990,107417,153370,,3566,05.07.2026 20:08,24.08.2026 16:48,20325,16
020.010.4800,1070218124,Profile,Abschlussprofile rund,"Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 12,5 mm Blister 2 Stück","Innenecke als Formteil für Viertelkreis-Abschlussprofile. Das Formteil bildet einen sauberen Anschluss an Innenecken und ergänzt Profile mit passender Höhe. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: schwarzgrau matt (RAL 7021), Profilhöhe: 12,5 mm, Verpackung: Blister 2 Stück.","Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet schwarzgrau matt (RAL 7021) 12,5 mm Blister 2 Stück","DRACM 125-7021-YI, 2",4018448185070,STORABLE,Stk.,gid://shopify/Product/15970107916618,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Schwarzgrau matt RAL  7021,DURONDELL,A,Stück,Blister 2 Stück,1,,,,,"12,5",,,,,,"0,022",gid://shopify/Product/15970107916618,gid://shopify/ProductVariant/62971867922762,7.32,DURAL GmbH,10000,3.07,76042990,107418,153374,,3566,05.07.2026 20:08,24.08.2026 16:48,20325,16
020.010.4810,1070378061,Profile,Abschlussprofile rund,Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) mm 250 cm,"Viertelkreis-Abschlussprofil für Wand- und Bodenbeläge mit gerundeter Sichtkante. Das Profil schützt Belagskanten und bildet einen sauberen Abschluss an keramischen Fliesen und Platten. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: staubgrau matt (RAL 7037), Profilhöhe: mm, Länge: 250 cm.",Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) mm 250 cm,"DRACM 60-7037, 250",4018448183991,STORABLE,lfm,gid://shopify/Product/15970108408138,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Aluminium,pulverbeschichtet,Staubgrau matt RAL  7037,DURONDELL,A,lfm,,10,40,,,250,6,,,,,,"0,118",gid://shopify/Product/15970108408138,gid://shopify/ProductVariant/62971868414282,11.52,DURAL GmbH,10000,4.83,76042990,107419,153378,,4259,05.07.2026 20:08,24.08.2026 16:48,20325,16
020.010.4820,1070378062,Profile,Abschlussprofile rund,Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) mm Blister 2 Stück,"Aussenecke als Formteil für Viertelkreis-Abschlussprofile. Das Formteil führt die Profilkontur über Aussenecken weiter und sorgt für einen sauberen Abschluss der Belagskante. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: staubgrau matt (RAL 7037), Profilhöhe: mm, Verpackung: Blister 2 Stück.",Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) mm Blister 2 Stück,"DRACM 60-7037-Y, 2",4018448184059,STORABLE,Stk.,gid://shopify/Product/15970109161802,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Staubgrau matt RAL  7037,DURONDELL,A,Stück,Blister 2 Stück,1,,,,,6,,,,,,"0,022",gid://shopify/Product/15970109161802,gid://shopify/ProductVariant/62971869167946,7,DURAL GmbH,10000,2.93,76042990,107420,153382,,3566,05.07.2026 20:08,24.08.2026 16:48,20325,16
020.010.4830,1070378064,Profile,Abschlussprofile rund,Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) mm Blister 2 Stück,"Innenecke als Formteil für Viertelkreis-Abschlussprofile. Das Formteil bildet einen sauberen Anschluss an Innenecken und ergänzt Profile mit passender Höhe. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: staubgrau matt (RAL 7037), Profilhöhe: mm, Verpackung: Blister 2 Stück.",Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) mm Blister 2 Stück,"DRACM 60-7037-YI, 2",4018448184110,STORABLE,Stk.,gid://shopify/Product/15970109292874,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Staubgrau matt RAL  7037,DURONDELL,A,Stück,Blister 2 Stück,1,,,,,6,,,,,,"0,022",gid://shopify/Product/15970109292874,gid://shopify/ProductVariant/62971869299018,7,DURAL GmbH,10000,2.93,76042990,107421,153386,,3566,05.07.2026 20:08,24.08.2026 16:48,20325,16
020.010.4840,1070378081,Profile,Abschlussprofile rund,Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 8 mm 250 cm,"Viertelkreis-Abschlussprofil für Wand- und Bodenbeläge mit gerundeter Sichtkante. Das Profil schützt Belagskanten und bildet einen sauberen Abschluss an keramischen Fliesen und Platten. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: staubgrau matt (RAL 7037), Profilhöhe: 8 mm, Länge: 250 cm.",Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 8 mm 250 cm,"DRACM 80-7037, 250",4018448184004,STORABLE,lfm,gid://shopify/Product/15970109718858,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Aluminium,pulverbeschichtet,Staubgrau matt RAL  7037,DURONDELL,A,lfm,,10,40,,,250,8,,,,,,"0,145",gid://shopify/Product/15970109718858,gid://shopify/ProductVariant/62971869921610,12.28,DURAL GmbH,10000,5.13,76042990,107422,153390,,4259,05.07.2026 20:08,24.08.2026 16:49,20325,16
020.010.4850,1070378082,Profile,Abschlussprofile rund,Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 8 mm Blister 2 Stück,"Aussenecke als Formteil für Viertelkreis-Abschlussprofile. Das Formteil führt die Profilkontur über Aussenecken weiter und sorgt für einen sauberen Abschluss der Belagskante. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: staubgrau matt (RAL 7037), Profilhöhe: 8 mm, Verpackung: Blister 2 Stück.",Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 8 mm Blister 2 Stück,"DRACM 80-7037-Y, 2",4018448184073,STORABLE,Stk.,gid://shopify/Product/15970109882698,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Staubgrau matt RAL  7037,DURONDELL,A,Stück,Blister 2 Stück,1,,,,,8,,,,,,"0,022",gid://shopify/Product/15970109882698,gid://shopify/ProductVariant/62971870085450,7.1,DURAL GmbH,10000,2.97,76042990,107423,153394,,3566,05.07.2026 20:08,24.08.2026 16:49,20325,16
020.010.4860,1070378084,Profile,Abschlussprofile rund,Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 8 mm Blister 2 Stück,"Innenecke als Formteil für Viertelkreis-Abschlussprofile. Das Formteil bildet einen sauberen Anschluss an Innenecken und ergänzt Profile mit passender Höhe. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: staubgrau matt (RAL 7037), Profilhöhe: 8 mm, Verpackung: Blister 2 Stück.",Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 8 mm Blister 2 Stück,"DRACM 80-7037-YI, 2",4018448184134,STORABLE,Stk.,gid://shopify/Product/15970110505290,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Staubgrau matt RAL  7037,DURONDELL,A,Stück,Blister 2 Stück,1,,,,,8,,,,,,"0,022",gid://shopify/Product/15970110505290,gid://shopify/ProductVariant/62971870740810,7.1,DURAL GmbH,10000,2.97,76042990,107424,153398,,3566,05.07.2026 20:08,24.08.2026 16:49,20325,16
020.010.4870,1070378101,Profile,Abschlussprofile rund,Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 10 mm 250 cm,"Viertelkreis-Abschlussprofil für Wand- und Bodenbeläge mit gerundeter Sichtkante. Das Profil schützt Belagskanten und bildet einen sauberen Abschluss an keramischen Fliesen und Platten. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: staubgrau matt (RAL 7037), Profilhöhe: 10 mm, Länge: 250 cm.",Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 10 mm 250 cm,"DRACM 100-7037, 250",4018448184028,STORABLE,lfm,gid://shopify/Product/15970110931274,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Aluminium,pulverbeschichtet,Staubgrau matt RAL  7037,DURONDELL,A,lfm,,10,40,,,250,10,,,,,,"0,164",gid://shopify/Product/15970110931274,gid://shopify/ProductVariant/62971871461706,13.06,DURAL GmbH,10000,5.47,76042990,107425,153402,,4259,05.07.2026 20:08,24.08.2026 16:49,20325,16
020.010.4880,1070378102,Profile,Abschlussprofile rund,Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 10 mm Blister 2 Stück,"Aussenecke als Formteil für Viertelkreis-Abschlussprofile. Das Formteil führt die Profilkontur über Aussenecken weiter und sorgt für einen sauberen Abschluss der Belagskante. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: staubgrau matt (RAL 7037), Profilhöhe: 10 mm, Verpackung: Blister 2 Stück.",Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 10 mm Blister 2 Stück,"DRACM 100-7037-Y, 2",4018448184080,STORABLE,Stk.,gid://shopify/Product/15970111521098,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Staubgrau matt RAL  7037,DURONDELL,A,Stück,Blister 2 Stück,1,,,,,10,,,,,,"0,022",gid://shopify/Product/15970111521098,gid://shopify/ProductVariant/62971872051530,7.2,DURAL GmbH,10000,3.01,76042990,107426,153406,,3566,05.07.2026 20:08,24.08.2026 16:49,20325,16
020.010.4890,1070378104,Profile,Abschlussprofile rund,Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 10 mm Blister 2 Stück,"Innenecke als Formteil für Viertelkreis-Abschlussprofile. Das Formteil bildet einen sauberen Anschluss an Innenecken und ergänzt Profile mit passender Höhe. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: staubgrau matt (RAL 7037), Profilhöhe: 10 mm, Verpackung: Blister 2 Stück.",Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 10 mm Blister 2 Stück,"DRACM 100-7037-YI, 2",4018448184141,STORABLE,Stk.,gid://shopify/Product/15970111684938,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Staubgrau matt RAL  7037,DURONDELL,A,Stück,Blister 2 Stück,1,,,,,10,,,,,,"0,022",gid://shopify/Product/15970111684938,gid://shopify/ProductVariant/62971872608586,7.2,DURAL GmbH,10000,3.01,76042990,107427,153410,,3566,05.07.2026 20:08,24.08.2026 16:49,20325,16
020.010.4900,1070378111,Profile,Abschlussprofile rund,Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 11 mm 250 cm,"Viertelkreis-Abschlussprofil für Wand- und Bodenbeläge mit gerundeter Sichtkante. Das Profil schützt Belagskanten und bildet einen sauberen Abschluss an keramischen Fliesen und Platten. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: staubgrau matt (RAL 7037), Profilhöhe: 11 mm, Länge: 250 cm.",Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 11 mm 250 cm,"DRACM 110-7037, 250",4018448184035,STORABLE,lfm,gid://shopify/Product/15970111750474,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Aluminium,pulverbeschichtet,Staubgrau matt RAL  7037,DURONDELL,A,lfm,,10,40,,,250,11,,,,,,"0,179",gid://shopify/Product/15970111750474,gid://shopify/ProductVariant/62971872805194,13.38,DURAL GmbH,10000,5.59,76042990,107428,153414,,4259,05.07.2026 20:08,24.08.2026 16:49,20325,16
020.010.4910,1070378112,Profile,Abschlussprofile rund,Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 11 mm Blister 2 Stück,"Aussenecke als Formteil für Viertelkreis-Abschlussprofile. Das Formteil führt die Profilkontur über Aussenecken weiter und sorgt für einen sauberen Abschluss der Belagskante. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: staubgrau matt (RAL 7037), Profilhöhe: 11 mm, Verpackung: Blister 2 Stück.",Aussenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 11 mm Blister 2 Stück,"DRACM 110-7037-Y, 2",4018448184097,STORABLE,Stk.,gid://shopify/Product/15970112110922,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Staubgrau matt RAL  7037,DURONDELL,A,Stück,Blister 2 Stück,1,,,,,11,,,,,,"0,022",gid://shopify/Product/15970112110922,gid://shopify/ProductVariant/62971873165642,7.26,DURAL GmbH,10000,3.04,76042990,107429,153418,,3566,05.07.2026 20:08,24.08.2026 16:49,20325,16
020.010.4920,1070378114,Profile,Abschlussprofile rund,Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 11 mm Blister 2 Stück,"Innenecke als Formteil für Viertelkreis-Abschlussprofile. Das Formteil bildet einen sauberen Anschluss an Innenecken und ergänzt Profile mit passender Höhe. Material: Aluminium, Oberfläche: pulverbeschichtet, Farbe: staubgrau matt (RAL 7037), Profilhöhe: 11 mm, Verpackung: Blister 2 Stück.",Innenecke für Viertelkreis-Abschlussprofil Aluminium pulverbeschichtet staubgrau matt (RAL 7037) 11 mm Blister 2 Stück,"DRACM 110-7037-YI, 2",4018448184158,STORABLE,Stk.,gid://shopify/Product/15970112241994,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,pulverbeschichtet,Staubgrau matt RAL  7037,DURONDELL,A,Stück,Blister 2 Stück,1,,,,,11,,,,,,"0,022",gid://shopify/Product/15970112241994,gid://shopify/ProductVariant/62971873788234,7.26,DURAL GmbH,10000,3.04,76042990,107430,153422,,3566,05.07.2026 20:08,24.08.2026 16:49,20325,16
