Prosema Artikelnummer,Kategorie,Lieferanten Firmenname,Artikelnr.,Beschreibung,PROSEMA Kurztext,PROSEMA Langtext,SEO Meta Title,SEO Meta Description,Fokus-Keyword,Shopify Tags,Datenstatus,Referenz (Matchcode),Hauptgruppe,Untergruppe,Produktfamilie,Grundmaterial,Oberfläche,Farbe,Breite mm,Länge cm,Höhe mm,Basiseinheitencode,Nettogewicht kg,Verpackung,GTIN (EAN-Nummer),Zolltarifnummer,Einkaufspreis EUR netto,"Verkaufspreis €, BE",Einkaufspreis Prosema,Verkaufspreis,Verkaufspreis o. Verkn.,Verkaufseinheit,Rabattkategorie_Lieferant,VPE 1,VPE 2,VPE 3,Lieferantennummer,Produktfoto 1
020.030.0860,,Dural GmbH,12110148081,DPSACS 80-1014 250 CM ALU ELFENBEIN FEINSTRUKTUR,"Quadratisches Abschlussprofil Aluminium strukturbeschichtet elfenbein (RAL 1014) 8 mm, Länge 250 cm für Wand- und Bodenbeläge","Das quadratische Abschlussprofil aus Aluminium dient dem sauberen Abschluss und Kantenschutz keramischer Wand- und Bodenbeläge. Die Profilhöhe von 8 mm ist auf entsprechende Belagsstärken abgestimmt; die Standardlänge beträgt 250 cm. Das Profil wird in das Kleberbett eingebettet und bildet eine gerade, kantige Sichtlinie an Belagsabschlüssen, Aussenecken oder Übergängen. Oberfläche: strukturbeschichtet; Farbe: elfenbein (RAL 1014). Die strukturierte Beschichtung erzeugt eine matte, widerstandsfähige Oberfläche und eignet sich für farblich abgestimmte Abschlüsse im Objekt- und Wohnbereich.","Quadratisches Abschlussprofil Aluminium strukturbeschichtet elfenbein (RAL 1014) 8 mm, Länge 250 cm für Wand- und Bodenbeläge | PROSEMA","Quadratisches Abschlussprofil aus Aluminium strukturbeschichtet in elfenbein (RAL 1014), 8 mm, 250 cm. Für Wand- und Bodenbeläge mit sauberem Kantenschutz.",Quadratisches Abschlussprofil Aluminium,"Quadratisches Abschlussprofil, Abschlussprofil, Fliesenprofil, Aluminium, strukturbeschichtet, elfenbein (RAL 1014), 8 mm, 250 cm, Wand, Boden",PPDS 2.0 geprüft,"DPSACS 80-1014, 250",Profile,Abschlussprofile quadratisch,SQUARELINE,Aluminium,[strukturbeschichtet],Elfenbein RAL  1014,,250,8,lfm,"0,152",,4018448181256,76042990,,15.1,,,,"€, lfm",A,10,40,,10000,"https:, images.onetimepim.com, acc-90, images, dural_squareline_dpsacs_ivory.jpg"
020.030.0870,,Dural GmbH,12110148084,DPSACS 80-1014-Y ELFENBEIN FEINSTRUKTUR 2 STK.,"Innen- und Aussenecke Aluminium strukturbeschichtet elfenbein (RAL 1014) für quadratisches Abschlussprofil 8 mm, Blister 2 Stück",Die Innen- und Aussenecke aus Aluminium dient der sauberen Ausbildung von Eckanschlüssen bei quadratischen Abschlussprofilen im Wand- und Bodenbereich. Das Zubehör ist auf eine Profilhöhe von 8 mm abgestimmt und passt zu Profilen mit strukturbeschichteter Oberfläche in elfenbein (RAL 1014). Die Form ermöglicht einen geschlossenen Profilabschluss ohne offene Schnittkanten und unterstützt eine präzise Ausführung keramischer Beläge. Verpackungseinheit: Blister 2 Stück.,"Innen- und Aussenecke Aluminium strukturbeschichtet elfenbein (RAL 1014) für quadratisches Abschlussprofil 8 mm, Blister 2 Stück | PROSEMA","Innen- und Aussenecke aus Aluminium für quadratisches Abschlussprofil 8 mm. Oberfläche strukturbeschichtet, Farbe elfenbein (RAL 1014). Blister 2 Stück.",Innen- und Aussenecke Abschlussprofil,"Innen- und Aussenecke, quadratisches Abschlussprofil, Aluminium, strukturbeschichtet, elfenbein (RAL 1014), 8 mm, Blister 2 Stück, Wand, Boden, Fliesenprofil Zubehör",PPDS 2.0 geprüft,"DPSACS 80-1014-Y, 2",Profile,Abschlussprofile quadratisch,SQUARELINE,,[strukturbeschichtet],Elfenbein RAL  1014,,,8,Stk.,"0,01",Blister 2 Stück,4018448181294,76042990,,8.64,,,,"€, Stück",A,1,,,10000,"https:, images.onetimepim.com, acc-90, images, dural_squareline_dpsacs_y_ivory.jpg"
020.030.0880,,Dural GmbH,12110148101,DPSACS 100-1014 250 CM ALU ELFENBEIN FEINSTRUKTUR,"Quadratisches Abschlussprofil Aluminium strukturbeschichtet elfenbein (RAL 1014) 10 mm, Länge 250 cm für Wand- und Bodenbeläge","Das quadratische Abschlussprofil aus Aluminium dient dem sauberen Abschluss und Kantenschutz keramischer Wand- und Bodenbeläge. Die Profilhöhe von 10 mm ist auf entsprechende Belagsstärken abgestimmt; die Standardlänge beträgt 250 cm. Das Profil wird in das Kleberbett eingebettet und bildet eine gerade, kantige Sichtlinie an Belagsabschlüssen, Aussenecken oder Übergängen. Oberfläche: strukturbeschichtet; Farbe: elfenbein (RAL 1014). Die strukturierte Beschichtung erzeugt eine matte, widerstandsfähige Oberfläche und eignet sich für farblich abgestimmte Abschlüsse im Objekt- und Wohnbereich.","Quadratisches Abschlussprofil Aluminium strukturbeschichtet elfenbein (RAL 1014) 10 mm, Länge 250 cm für Wand- und Bodenbeläge | PROSEMA","Quadratisches Abschlussprofil aus Aluminium strukturbeschichtet in elfenbein (RAL 1014), 10 mm, 250 cm. Für Wand- und Bodenbeläge mit sauberem Kantenschutz.",Quadratisches Abschlussprofil Aluminium,"Quadratisches Abschlussprofil, Abschlussprofil, Fliesenprofil, Aluminium, strukturbeschichtet, elfenbein (RAL 1014), 10 mm, 250 cm, Wand, Boden",PPDS 2.0 geprüft,"DPSACS 100-1014, 250",Profile,Abschlussprofile quadratisch,SQUARELINE,Aluminium,[strukturbeschichtet],Elfenbein RAL  1014,,250,10,lfm,"0,165",,4018448181263,76042990,,18.12,,,,"€, lfm",A,10,40,,10000,"https:, images.onetimepim.com, acc-90, images, dural_squareline_dpsacs_ivory.jpg"
020.030.0890,,Dural GmbH,12110148104,DPSACS 100-1014-Y ELFENBEIN FEINSTRUKTUR 2 STK.,"Innen- und Aussenecke Aluminium strukturbeschichtet elfenbein (RAL 1014) für quadratisches Abschlussprofil 10 mm, Blister 2 Stück",Die Innen- und Aussenecke aus Aluminium dient der sauberen Ausbildung von Eckanschlüssen bei quadratischen Abschlussprofilen im Wand- und Bodenbereich. Das Zubehör ist auf eine Profilhöhe von 10 mm abgestimmt und passt zu Profilen mit strukturbeschichteter Oberfläche in elfenbein (RAL 1014). Die Form ermöglicht einen geschlossenen Profilabschluss ohne offene Schnittkanten und unterstützt eine präzise Ausführung keramischer Beläge. Verpackungseinheit: Blister 2 Stück.,"Innen- und Aussenecke Aluminium strukturbeschichtet elfenbein (RAL 1014) für quadratisches Abschlussprofil 10 mm, Blister 2 Stück | PROSEMA","Innen- und Aussenecke aus Aluminium für quadratisches Abschlussprofil 10 mm. Oberfläche strukturbeschichtet, Farbe elfenbein (RAL 1014). Blister 2 Stück.",Innen- und Aussenecke Abschlussprofil,"Innen- und Aussenecke, quadratisches Abschlussprofil, Aluminium, strukturbeschichtet, elfenbein (RAL 1014), 10 mm, Blister 2 Stück, Wand, Boden, Fliesenprofil Zubehör",PPDS 2.0 geprüft,"DPSACS 100-1014-Y, 2",Profile,Abschlussprofile quadratisch,SQUARELINE,,[strukturbeschichtet],Elfenbein RAL  1014,,,10,Stk.,"0,01",Blister 2 Stück,4018448181300,76042990,,8.64,,,,"€, Stück",A,1,,,10000,"https:, images.onetimepim.com, acc-90, images, dural_squareline_dpsacs_y_ivory.jpg"
020.030.0900,,Dural GmbH,12110148111,DPSACS 110-1014 250 CM ALU ELFENBEIN FEINSTRUKTUR,"Quadratisches Abschlussprofil Aluminium strukturbeschichtet elfenbein (RAL 1014) 11 mm, Länge 250 cm für Wand- und Bodenbeläge","Das quadratische Abschlussprofil aus Aluminium dient dem sauberen Abschluss und Kantenschutz keramischer Wand- und Bodenbeläge. Die Profilhöhe von 11 mm ist auf entsprechende Belagsstärken abgestimmt; die Standardlänge beträgt 250 cm. Das Profil wird in das Kleberbett eingebettet und bildet eine gerade, kantige Sichtlinie an Belagsabschlüssen, Aussenecken oder Übergängen. Oberfläche: strukturbeschichtet; Farbe: elfenbein (RAL 1014). Die strukturierte Beschichtung erzeugt eine matte, widerstandsfähige Oberfläche und eignet sich für farblich abgestimmte Abschlüsse im Objekt- und Wohnbereich.","Quadratisches Abschlussprofil Aluminium strukturbeschichtet elfenbein (RAL 1014) 11 mm, Länge 250 cm für Wand- und Bodenbeläge | PROSEMA","Quadratisches Abschlussprofil aus Aluminium strukturbeschichtet in elfenbein (RAL 1014), 11 mm, 250 cm. Für Wand- und Bodenbeläge mit sauberem Kantenschutz.",Quadratisches Abschlussprofil Aluminium,"Quadratisches Abschlussprofil, Abschlussprofil, Fliesenprofil, Aluminium, strukturbeschichtet, elfenbein (RAL 1014), 11 mm, 250 cm, Wand, Boden",PPDS 2.0 geprüft,"DPSACS 110-1014, 250",Profile,Abschlussprofile quadratisch,SQUARELINE,Aluminium,[strukturbeschichtet],Elfenbein RAL  1014,,250,11,lfm,"0,174",,4018448181270,76042990,,19.74,,,,"€, lfm",A,10,40,,10000,"https:, images.onetimepim.com, acc-90, images, dural_squareline_dpsacs_ivory.jpg"
020.030.0910,,Dural GmbH,12110148114,DPSACS 110-1014-Y ELFENBEIN FEINSTRUKTUR 2 STK.,"Innen- und Aussenecke Aluminium strukturbeschichtet elfenbein (RAL 1014) für quadratisches Abschlussprofil 11 mm, Blister 2 Stück",Die Innen- und Aussenecke aus Aluminium dient der sauberen Ausbildung von Eckanschlüssen bei quadratischen Abschlussprofilen im Wand- und Bodenbereich. Das Zubehör ist auf eine Profilhöhe von 11 mm abgestimmt und passt zu Profilen mit strukturbeschichteter Oberfläche in elfenbein (RAL 1014). Die Form ermöglicht einen geschlossenen Profilabschluss ohne offene Schnittkanten und unterstützt eine präzise Ausführung keramischer Beläge. Verpackungseinheit: Blister 2 Stück.,"Innen- und Aussenecke Aluminium strukturbeschichtet elfenbein (RAL 1014) für quadratisches Abschlussprofil 11 mm, Blister 2 Stück | PROSEMA","Innen- und Aussenecke aus Aluminium für quadratisches Abschlussprofil 11 mm. Oberfläche strukturbeschichtet, Farbe elfenbein (RAL 1014). Blister 2 Stück.",Innen- und Aussenecke Abschlussprofil,"Innen- und Aussenecke, quadratisches Abschlussprofil, Aluminium, strukturbeschichtet, elfenbein (RAL 1014), 11 mm, Blister 2 Stück, Wand, Boden, Fliesenprofil Zubehör",PPDS 2.0 geprüft,"DPSACS 110-1014-Y, 2",Profile,Abschlussprofile quadratisch,SQUARELINE,,[strukturbeschichtet],Elfenbein RAL  1014,,,11,Stk.,"0,01",Blister 2 Stück,4018448181317,76042990,,8.64,,,,"€, Stück",A,1,,,10000,"https:, images.onetimepim.com, acc-90, images, dural_squareline_dpsacs_y_ivory.jpg"
020.030.0920,,Dural GmbH,12110148121,DPSACS 125-1014 250 CM ALU ELFENBEIN FEINSTRUKTUR,"Quadratisches Abschlussprofil Aluminium strukturbeschichtet elfenbein (RAL 1014) 12,5 mm, Länge 250 cm für Wand- und Bodenbeläge","Das quadratische Abschlussprofil aus Aluminium dient dem sauberen Abschluss und Kantenschutz keramischer Wand- und Bodenbeläge. Die Profilhöhe von 12,5 mm ist auf entsprechende Belagsstärken abgestimmt; die Standardlänge beträgt 250 cm. Das Profil wird in das Kleberbett eingebettet und bildet eine gerade, kantige Sichtlinie an Belagsabschlüssen, Aussenecken oder Übergängen. Oberfläche: strukturbeschichtet; Farbe: elfenbein (RAL 1014). Die strukturierte Beschichtung erzeugt eine matte, widerstandsfähige Oberfläche und eignet sich für farblich abgestimmte Abschlüsse im Objekt- und Wohnbereich.","Quadratisches Abschlussprofil Aluminium strukturbeschichtet elfenbein (RAL 1014) 12,5 mm, Länge 250 cm für Wand- und Bodenbeläge | PROSEMA","Quadratisches Abschlussprofil aus Aluminium strukturbeschichtet in elfenbein (RAL 1014), 12,5 mm, 250 cm. Für Wand- und Bodenbeläge mit sauberem Kantenschutz.",Quadratisches Abschlussprofil Aluminium,"Quadratisches Abschlussprofil, Abschlussprofil, Fliesenprofil, Aluminium, strukturbeschichtet, elfenbein (RAL 1014), 12,5 mm, 250 cm, Wand, Boden",PPDS 2.0 geprüft,"DPSACS 125-1014, 250",Profile,Abschlussprofile quadratisch,SQUARELINE,Aluminium,[strukturbeschichtet],Elfenbein RAL  1014,,250,"12,5",lfm,"0,191",,4018448181287,76042990,,21.74,,,,"€, lfm",A,10,40,,10000,"https:, images.onetimepim.com, acc-90, images, dural_squareline_dpsacs_ivory.jpg"
020.030.0930,,Dural GmbH,12110148124,DPSACS 125-1014-Y ELFENBEIN FEINSTRUKTUR 2 STK.,"Innen- und Aussenecke Aluminium strukturbeschichtet elfenbein (RAL 1014) für quadratisches Abschlussprofil 12,5 mm, Blister 2 Stück","Die Innen- und Aussenecke aus Aluminium dient der sauberen Ausbildung von Eckanschlüssen bei quadratischen Abschlussprofilen im Wand- und Bodenbereich. Das Zubehör ist auf eine Profilhöhe von 12,5 mm abgestimmt und passt zu Profilen mit strukturbeschichteter Oberfläche in elfenbein (RAL 1014). Die Form ermöglicht einen geschlossenen Profilabschluss ohne offene Schnittkanten und unterstützt eine präzise Ausführung keramischer Beläge. Verpackungseinheit: Blister 2 Stück.","Innen- und Aussenecke Aluminium strukturbeschichtet elfenbein (RAL 1014) für quadratisches Abschlussprofil 12,5 mm, Blister 2 Stück | PROSEMA","Innen- und Aussenecke aus Aluminium für quadratisches Abschlussprofil 12,5 mm. Oberfläche strukturbeschichtet, Farbe elfenbein (RAL 1014). Blister 2 Stück.",Innen- und Aussenecke Abschlussprofil,"Innen- und Aussenecke, quadratisches Abschlussprofil, Aluminium, strukturbeschichtet, elfenbein (RAL 1014), 12,5 mm, Blister 2 Stück, Wand, Boden, Fliesenprofil Zubehör",PPDS 2.0 geprüft,"DPSACS 125-1014-Y, 2",Profile,Abschlussprofile quadratisch,SQUARELINE,,[strukturbeschichtet],Elfenbein RAL  1014,,,"12,5",Stk.,"0,01",Blister 2 Stück,4018448181324,76042990,,8.64,,,,"€, Stück",A,1,,,10000,"https:, images.onetimepim.com, acc-90, images, dural_squareline_dpsacs_y_ivory.jpg"
020.030.0940,,Dural GmbH,12110158081,DPSACS 80-1015 250 CM ALU HELLELFENBEIN FEINSTR.,"Quadratisches Abschlussprofil Aluminium strukturbeschichtet hellelfenbein (RAL 1015) 8 mm, Länge 250 cm für Wand- und Bodenbeläge","Das quadratische Abschlussprofil aus Aluminium dient dem sauberen Abschluss und Kantenschutz keramischer Wand- und Bodenbeläge. Die Profilhöhe von 8 mm ist auf entsprechende Belagsstärken abgestimmt; die Standardlänge beträgt 250 cm. Das Profil wird in das Kleberbett eingebettet und bildet eine gerade, kantige Sichtlinie an Belagsabschlüssen, Aussenecken oder Übergängen. Oberfläche: strukturbeschichtet; Farbe: hellelfenbein (RAL 1015). Die strukturierte Beschichtung erzeugt eine matte, widerstandsfähige Oberfläche und eignet sich für farblich abgestimmte Abschlüsse im Objekt- und Wohnbereich.","Quadratisches Abschlussprofil Aluminium strukturbeschichtet hellelfenbein (RAL 1015) 8 mm, Länge 250 cm für Wand- und Bodenbeläge | PROSEMA","Quadratisches Abschlussprofil aus Aluminium strukturbeschichtet in hellelfenbein (RAL 1015), 8 mm, 250 cm. Für Wand- und Bodenbeläge mit sauberem Kantenschutz.",Quadratisches Abschlussprofil Aluminium,"Quadratisches Abschlussprofil, Abschlussprofil, Fliesenprofil, Aluminium, strukturbeschichtet, hellelfenbein (RAL 1015), 8 mm, 250 cm, Wand, Boden",PPDS 2.0 geprüft,"DPSACS 80-1015, 250",Profile,Abschlussprofile quadratisch,SQUARELINE,Aluminium,[strukturbeschichtet],Hellelfenbein RAL  1015,,250,8,lfm,"0,152",,4018448181331,76042990,,15.1,,,,"€, lfm",A,10,40,,10000,"https:, images.onetimepim.com, acc-90, images, dural_squareline_dpsacs_light-ivory.jpg"
020.030.0950,,Dural GmbH,12110158084,DPSACS 80-1015-Y HELLELFENBEIN FEINSTR. 2 STK.,"Innen- und Aussenecke Aluminium strukturbeschichtet hellelfenbein (RAL 1015) für quadratisches Abschlussprofil 8 mm, Blister 2 Stück",Die Innen- und Aussenecke aus Aluminium dient der sauberen Ausbildung von Eckanschlüssen bei quadratischen Abschlussprofilen im Wand- und Bodenbereich. Das Zubehör ist auf eine Profilhöhe von 8 mm abgestimmt und passt zu Profilen mit strukturbeschichteter Oberfläche in hellelfenbein (RAL 1015). Die Form ermöglicht einen geschlossenen Profilabschluss ohne offene Schnittkanten und unterstützt eine präzise Ausführung keramischer Beläge. Verpackungseinheit: Blister 2 Stück.,"Innen- und Aussenecke Aluminium strukturbeschichtet hellelfenbein (RAL 1015) für quadratisches Abschlussprofil 8 mm, Blister 2 Stück | PROSEMA","Innen- und Aussenecke aus Aluminium für quadratisches Abschlussprofil 8 mm. Oberfläche strukturbeschichtet, Farbe hellelfenbein (RAL 1015). Blister 2 Stück.",Innen- und Aussenecke Abschlussprofil,"Innen- und Aussenecke, quadratisches Abschlussprofil, Aluminium, strukturbeschichtet, hellelfenbein (RAL 1015), 8 mm, Blister 2 Stück, Wand, Boden, Fliesenprofil Zubehör",PPDS 2.0 geprüft,"DPSACS 80-1015-Y, 2",Profile,Abschlussprofile quadratisch,SQUARELINE,,[strukturbeschichtet],Hellelfenbein RAL  1015,,,8,Stk.,"0,01",Blister 2 Stück,4018448181379,76042990,,8.64,,,,"€, Stück",A,1,,,10000,"https:, images.onetimepim.com, acc-90, images, dural_squareline_dpsacs_y_light-ivory.jpg"
020.030.0960,,Dural GmbH,12110158101,DPSACS 100-1015 250 CM ALU HELLELFENBEIN FEINSTR.,"Quadratisches Abschlussprofil Aluminium strukturbeschichtet hellelfenbein (RAL 1015) 10 mm, Länge 250 cm für Wand- und Bodenbeläge","Das quadratische Abschlussprofil aus Aluminium dient dem sauberen Abschluss und Kantenschutz keramischer Wand- und Bodenbeläge. Die Profilhöhe von 10 mm ist auf entsprechende Belagsstärken abgestimmt; die Standardlänge beträgt 250 cm. Das Profil wird in das Kleberbett eingebettet und bildet eine gerade, kantige Sichtlinie an Belagsabschlüssen, Aussenecken oder Übergängen. Oberfläche: strukturbeschichtet; Farbe: hellelfenbein (RAL 1015). Die strukturierte Beschichtung erzeugt eine matte, widerstandsfähige Oberfläche und eignet sich für farblich abgestimmte Abschlüsse im Objekt- und Wohnbereich.","Quadratisches Abschlussprofil Aluminium strukturbeschichtet hellelfenbein (RAL 1015) 10 mm, Länge 250 cm für Wand- und Bodenbeläge | PROSEMA","Quadratisches Abschlussprofil aus Aluminium strukturbeschichtet in hellelfenbein (RAL 1015), 10 mm, 250 cm. Für Wand- und Bodenbeläge mit sauberem Kantenschutz.",Quadratisches Abschlussprofil Aluminium,"Quadratisches Abschlussprofil, Abschlussprofil, Fliesenprofil, Aluminium, strukturbeschichtet, hellelfenbein (RAL 1015), 10 mm, 250 cm, Wand, Boden",PPDS 2.0 geprüft,"DPSACS 100-1015, 250",Profile,Abschlussprofile quadratisch,SQUARELINE,Aluminium,[strukturbeschichtet],Hellelfenbein RAL  1015,,250,10,lfm,"0,165",,4018448181348,76042990,,18.12,,,,"€, lfm",A,10,40,,10000,"https:, images.onetimepim.com, acc-90, images, dural_squareline_dpsacs_light-ivory.jpg"
020.030.0970,,Dural GmbH,12110158104,DPSACS 100-1015-Y HELLELFENBEIN FEINSTR. 2 STK.,"Innen- und Aussenecke Aluminium strukturbeschichtet hellelfenbein (RAL 1015) für quadratisches Abschlussprofil 10 mm, Blister 2 Stück",Die Innen- und Aussenecke aus Aluminium dient der sauberen Ausbildung von Eckanschlüssen bei quadratischen Abschlussprofilen im Wand- und Bodenbereich. Das Zubehör ist auf eine Profilhöhe von 10 mm abgestimmt und passt zu Profilen mit strukturbeschichteter Oberfläche in hellelfenbein (RAL 1015). Die Form ermöglicht einen geschlossenen Profilabschluss ohne offene Schnittkanten und unterstützt eine präzise Ausführung keramischer Beläge. Verpackungseinheit: Blister 2 Stück.,"Innen- und Aussenecke Aluminium strukturbeschichtet hellelfenbein (RAL 1015) für quadratisches Abschlussprofil 10 mm, Blister 2 Stück | PROSEMA","Innen- und Aussenecke aus Aluminium für quadratisches Abschlussprofil 10 mm. Oberfläche strukturbeschichtet, Farbe hellelfenbein (RAL 1015). Blister 2 Stück.",Innen- und Aussenecke Abschlussprofil,"Innen- und Aussenecke, quadratisches Abschlussprofil, Aluminium, strukturbeschichtet, hellelfenbein (RAL 1015), 10 mm, Blister 2 Stück, Wand, Boden, Fliesenprofil Zubehör",PPDS 2.0 geprüft,"DPSACS 100-1015-Y, 2",Profile,Abschlussprofile quadratisch,SQUARELINE,,[strukturbeschichtet],Hellelfenbein RAL  1015,,,10,Stk.,"0,01",Blister 2 Stück,4018448181386,76042990,,8.64,,,,"€, Stück",A,1,,,10000,"https:, images.onetimepim.com, acc-90, images, dural_squareline_dpsacs_y_light-ivory.jpg"
020.030.0980,,Dural GmbH,12110158111,DPSACS 110-1015 250 CM ALU HELLELFENBEIN FEINSTR.,"Quadratisches Abschlussprofil Aluminium strukturbeschichtet hellelfenbein (RAL 1015) 11 mm, Länge 250 cm für Wand- und Bodenbeläge","Das quadratische Abschlussprofil aus Aluminium dient dem sauberen Abschluss und Kantenschutz keramischer Wand- und Bodenbeläge. Die Profilhöhe von 11 mm ist auf entsprechende Belagsstärken abgestimmt; die Standardlänge beträgt 250 cm. Das Profil wird in das Kleberbett eingebettet und bildet eine gerade, kantige Sichtlinie an Belagsabschlüssen, Aussenecken oder Übergängen. Oberfläche: strukturbeschichtet; Farbe: hellelfenbein (RAL 1015). Die strukturierte Beschichtung erzeugt eine matte, widerstandsfähige Oberfläche und eignet sich für farblich abgestimmte Abschlüsse im Objekt- und Wohnbereich.","Quadratisches Abschlussprofil Aluminium strukturbeschichtet hellelfenbein (RAL 1015) 11 mm, Länge 250 cm für Wand- und Bodenbeläge | PROSEMA","Quadratisches Abschlussprofil aus Aluminium strukturbeschichtet in hellelfenbein (RAL 1015), 11 mm, 250 cm. Für Wand- und Bodenbeläge mit sauberem Kantenschutz.",Quadratisches Abschlussprofil Aluminium,"Quadratisches Abschlussprofil, Abschlussprofil, Fliesenprofil, Aluminium, strukturbeschichtet, hellelfenbein (RAL 1015), 11 mm, 250 cm, Wand, Boden",PPDS 2.0 geprüft,"DPSACS 110-1015, 250",Profile,Abschlussprofile quadratisch,SQUARELINE,Aluminium,[strukturbeschichtet],Hellelfenbein RAL  1015,,250,11,lfm,"0,174",,4018448181355,76042990,,19.74,,,,"€, lfm",A,10,40,,10000,"https:, images.onetimepim.com, acc-90, images, dural_squareline_dpsacs_light-ivory.jpg"
020.030.0990,,Dural GmbH,12110158114,DPSACS 110-1015-Y HELLELFENBEIN FEINSTR. 2 STK.,"Innen- und Aussenecke Aluminium strukturbeschichtet hellelfenbein (RAL 1015) für quadratisches Abschlussprofil 11 mm, Blister 2 Stück",Die Innen- und Aussenecke aus Aluminium dient der sauberen Ausbildung von Eckanschlüssen bei quadratischen Abschlussprofilen im Wand- und Bodenbereich. Das Zubehör ist auf eine Profilhöhe von 11 mm abgestimmt und passt zu Profilen mit strukturbeschichteter Oberfläche in hellelfenbein (RAL 1015). Die Form ermöglicht einen geschlossenen Profilabschluss ohne offene Schnittkanten und unterstützt eine präzise Ausführung keramischer Beläge. Verpackungseinheit: Blister 2 Stück.,"Innen- und Aussenecke Aluminium strukturbeschichtet hellelfenbein (RAL 1015) für quadratisches Abschlussprofil 11 mm, Blister 2 Stück | PROSEMA","Innen- und Aussenecke aus Aluminium für quadratisches Abschlussprofil 11 mm. Oberfläche strukturbeschichtet, Farbe hellelfenbein (RAL 1015). Blister 2 Stück.",Innen- und Aussenecke Abschlussprofil,"Innen- und Aussenecke, quadratisches Abschlussprofil, Aluminium, strukturbeschichtet, hellelfenbein (RAL 1015), 11 mm, Blister 2 Stück, Wand, Boden, Fliesenprofil Zubehör",PPDS 2.0 geprüft,"DPSACS 110-1015-Y, 2",Profile,Abschlussprofile quadratisch,SQUARELINE,,[strukturbeschichtet],Hellelfenbein RAL  1015,,,11,Stk.,"0,01",Blister 2 Stück,4018448181393,76042990,,8.64,,,,"€, Stück",A,1,,,10000,"https:, images.onetimepim.com, acc-90, images, dural_squareline_dpsacs_y_light-ivory.jpg"
